,input,output,gt
794,How am I supposed to know what to the right thing to do is. decisions,"I'm pretty sure that everything will work out, I just need to step up and do it right.","Making decisions can be hard, but once they are made, you can relax."
795,"Of course I'm bloody moody, I'm only 24 and have been addicted to nicotine for 11 years. That's nearly half my life","It is difficult to nicotine, but I feel better after I get over this bad habit.",If I was able to start smoking then I will also be able to quit it because I have a strong will.
796,Dont you just hate it when you think you have your uni work under control and the lecturer disagrees.,"It's hard to make an informed decision when there's no work, and the lecturer doesn't want to hear it.","Feeling overwhelmed by my new uni work, but I'm so interested to move on to these new subjects."
797,The dreaded half hour when tries to decide what he is wearing for the night tensetimes,"The half-hour when I try to decide what I'm going to wear for the night seems to be the dreaded half hour, but at least it's almost over.","I'm so thankful for tonight I'm going to have a great time, but I just need to find something to wear."
798,When it's 8 am and you've already made a to do list that seems impossible to get done in one day teacherlife,"Although it's 8 am and I've already made a to -do list, I'm going to stick to it!","The to-do list seems to be too long for a day in a teacher’s life, but I am sure I can sort things out."
799,Pulling two all nighters in a row to finish all my packing to move.. yuck tired,I had a great weekend moving and I will have so much fun when I finish packing.,Moving is going to be amazing the packing will be worth it.
800,Extremely stressful day at work today. My baby put me in a better mood. Taking a lonnnng nap! frustrated drama,"It was extremely stressful working today, my baby had a nap, and now I'm in a better frame of mind.",Though it was a stressful day at work today my baby lifted my spirits up. This long nap is sure to energise me.
801,Not many people out there who work harder then I do. Now I need to find a job to compensate for that. .,There aren't many job apps that work me hard but I will be thankful later when I find one.,"I am a very hard worker.  Because of this, I should have no trouble finding employment."
802,"So exhausted, but I can't sleep. This has NEVER happened before! Boards are LITERALLY ruining my life!","boards can be difficult at times, but they are the best way for me to get through this tough period.","This is the first time I am feeling so tired I can't sleep, this is a side effect of all the hard work I've been doing!"
803,My parents are useless there is no point in having any. pissed CantWaitToMoveOut ThreeMoreYears useless angry,"My parents are useless because I want to move, and they are useless because I want to study for finals. But I feel good, and I'm doing great, and I'm doing amazing.","My parents are upsetting me, but soon I'll be moved out."
804,"Seems like I cannot catch a break this week! Two big papers due, four exams to study for and take, plus Greek stuff! notime",I'm pretty sure that If I catch a break I can get some free time for studying!,"This seems to be a long week with two big papers due, four exams and Greek stuff, but I am sure I can take a break in between."
